Catagery	Object_int_name	Object_Ext_name	Field_int_name	Field_ext_name	Field_type	Geom_type	Join_type	Relation	Is_Enum	Enum_values	Data_type	Mandatory	Field Size
Equipment	eo_energy_source	Energy Source	tp_regulation_scheme	Regulation Scheme	dd_phys_field	No	No	No	Yes	,,Automatic,Manual,Unknown	NA	No	10
Equipment	eo_energy_source	Energy Source	tp_scada_control_id	SCADA Control ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	12
Equipment	eo_energy_source	Energy Source	tp_division_code	Division Code	dd_phys_field	No	No	No	Yes	,,0,1,2,3,4,5,6,Unknown	NA	No	10
Equipment	eo_energy_source	Energy Source	tp_road_name	Road Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_energy_source	Energy Source	tp_protection_class	Protection Class	dd_phys_field	No	No	No	Yes	,,Air,Oil,Unknown	NA	No	10
Equipment	eo_energy_source	Energy Source	tp_sap_id	SAP ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_energy_source	Energy Source	tp_date_of_data_collection	Date of Data collection	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_energy_source	Energy Source	markers	Markers	dd_join_field	No	Marker	M:N	No		NA	No	20
Equipment	eo_energy_source	Energy Source	tp_date_of_last_updation_in_gis	Date Last Updated in GIS	dd_phys_field	No	No	No	No		ds_date	No	10
Equipment	eo_energy_source	Energy Source	tp_rated_voltage	Rated Voltage	dd_phys_field	No	No	No	No		float	No	10
Equipment	eo_energy_source	Energy Source	location	Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_energy_source	Energy Source	tp_date_manufactured	Date Manufactured	dd_phys_field	No	No	No	No		ds_date	No	10
Equipment	eo_energy_source	Energy Source	tp_installation_type	Installation Type	dd_phys_field	No	No	No	Yes	,,Combination,In Door,Out Door,Unknown	NA	No	10
Equipment	eo_energy_source	Energy Source	owner_name	Owner Name	dd_phys_field	No	No	No	Yes	,,Cable Company,Customer,Electric Utility,Telephone Company,Unknown	NA	No	10
Equipment	eo_energy_source	Energy Source	tp_company_id	Company ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_energy_source	Energy Source	tp_output_voltage	Output Voltage	dd_phys_field	No	No	No	No		integer	No	10
Equipment	eo_energy_source	Energy Source	phasing	Phasing	dd_phys_field	No	No	No	Yes	,,A,AB,ABC,ABCN,ABCNE,ABN,ABNE,AC,ACB,ACBN,ACN,ACNE,AN,ANE,B,BA,BAC,BACN,BAN,BC,BCA,BCAN,BCN,BCNE,BN,BNE,BR,C,CA,CAB,CABN,CAN,CB,CBA,CBAN,CBN,CN,CNE,Earth,Neutral,Neutral-Earth,Not Applicable,R,RB,RY,RYB,RYBN,Static,Unknown,Y,YB	NA	Yes	9
Equipment	eo_energy_source	Energy Source	tp_division_name	Division Name	dd_phys_field	No	No	No	Yes	,,Aska-i,Aska-ii,Bed-2,Berhampur-i,Berhampur-iii,Bhanja Nagar,Boudh,Digapahandi,Ganjam North,Ganjam South,Gunupur,Hinjilicut,Jeypore,Koraput,Malkangiri,Nawarangpur,Parlakshemundi,Phulbani,Purusottampur,Raygada,Unknown	NA	No	10
Equipment	eo_energy_source	Energy Source	location_mv	MV Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_energy_source	Energy Source	tp_serial_number	Serial Number	dd_phys_field	No	No	No	No		ds_char16_vector	No	12
Equipment	eo_energy_source	Energy Source	annotation_mv	MV Annotation	dd_geom_field	text	No	No	No		NA	No	10
Equipment	eo_energy_source	Energy Source	annotation_other	Other Annotation	dd_geom_field	text	No	No	No		NA	No	10
Equipment	eo_energy_source	Energy Source	circuit_and_section	Circuit/Section	dd_join_field	No	Circuit	M:N	No		NA	No	20
Equipment	eo_energy_source	Energy Source	circuit_id2	Circuit ID2	dd_derived_field	No	No	No	No		ds_char16_vector	No	12
Equipment	eo_energy_source	Energy Source	owner_type	Owner Type	dd_phys_field	No	No	No	Yes	,,Company Owned,Customer,Customer Owned,Electric Utility-TPSODL,Foreign Owned,Other Utility Owned,Unknown	NA	Yes	16
Equipment	eo_energy_source	Energy Source	annotation_sub	Sub Annotation	dd_geom_field	text	No	No	No		NA	No	10
Equipment	eo_energy_source	Energy Source	real_power_capacity	Real Power Capacity	dd_phys_field	No	No	No	No		float	No	10
Equipment	eo_energy_source	Energy Source	tp_portable?	Portable?	dd_phys_field	No	No	No	Yes	,,NA,No,Unknown,Yes	NA	No	10
Equipment	eo_energy_source	Energy Source	tp_weight	Weight	dd_phys_field	No	No	No	No		float	No	10
Equipment	eo_energy_source	Energy Source	tp_circle_code	Circle Code	dd_phys_field	No	No	No	Yes	,,0,21,29,31,34,35,71,Unknown	NA	No	10
Equipment	eo_energy_source	Energy Source	tp_address	Address	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_energy_source	Energy Source	tp_cyme_substation_code	CYME Substation Code	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_energy_source	Energy Source	leader_line	Leader Line	dd_geom_field	simple_chain	No	No	No		NA	No	10
Equipment	eo_energy_source	Energy Source	tp_data_collected_by	Data Collected By	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_energy_source	Energy Source	tp_date_of_last_maintenance	Date of Last Maintenance	dd_phys_field	No	No	No	No		ds_date	No	10
Equipment	eo_energy_source	Energy Source	tp_circle_name	Circle Name	dd_phys_field	No	No	No	Yes	,,Aska,Berhampur,Bhanjanagar,City,City Circle,Jeypore,Rayagada,Raygada,Unknown	NA	No	10
Equipment	eo_energy_source	Energy Source	tp_cooling_type	Cooling Type	dd_phys_field	No	No	No	Yes	,,Air,Oil,Unknown	NA	No	10
Equipment	eo_energy_source	Energy Source	tp_time_of_data_collection	Time of data collection	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_energy_source	Energy Source	device_type	Device Type	dd_phys_field	No	No	No	Yes	,1 Phase Feed Thru,1 Phase Loop/No Elbows,1 Phase S-Mod/3 Way,3 Phase Feed Thru,3 Phase Loop/No Elbows,3 Phase S-Mod/3 Way,Biogas,Boost Charging,CHP,Coal,Cogen,Float + Boost Charging,Float Charging,Fuse Cabinet,Gas,Generator,Nuclear,Solar,Submersible Fuse Compartment,Transclosure,Unknown,Wind	NA	Yes	10
Equipment	eo_energy_source	Energy Source	location_other	Other Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_energy_source	Energy Source	tp_rated_current	Rated Current	dd_phys_field	No	No	No	No		float	No	10
Equipment	eo_energy_source	Energy Source	asset_id	Asset ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	36
Equipment	eo_energy_source	Energy Source	tp_data_updated_by_in_gis	Data Updated By in GIS	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_energy_source	Energy Source	tp_section_name	Section Name	dd_phys_field	No	No	No	Yes	,,Eso Adaba,Eso Ambapua,Eso Aska-1,Eso B.Singipur,Eso Badagada,Eso Baipariguda,Eso Balimela,Eso Balipadar,Eso Balisira,Eso Balliguda,Eso Bandhugaon,Eso Baunsuni,Eso Beguniapada,Eso Belaguntha,Eso Bhejiput,Eso Bijipur,Eso Bissam Ctc,Eso Bomakei,Eso Boriguma,Eso Boudh,Eso Budhaamba,Eso Buguda,Eso Chandahandi,Eso Chandragiri,Eso Chatrapur-i,Eso Chatrapur-ii,Eso Chikiti,Eso Chirikipada,Eso Dabugaon,Eso Daringibadi,Eso Dharakote,Eso Digapahandi,Eso E S O-i,Eso E S O-ii,Eso E.s.o.no.1,Eso E.s.o.no.2,Eso E.s.o.no.3,Eso G.nuagam-2,Eso G.udayagiri,Eso Gandhinagar,Eso Ganjam,Eso Garabandha,Eso Golanthara,Eso Gopalpur,Eso Gudari,Eso Gumma,Eso Gumuda,Eso Gunupur,Eso Gunupur Rural,Eso Head Quarter,Eso Hinjilicut,Eso J N Prasad,Eso J.k.pur,Eso Jagapur,Eso Jharigam,Eso Jyp No.1,Eso Jyp No.2,Eso Jyp No.3,Eso K B Pur,Eso K S Nagar,Eso Kakiriguma,Eso Kalimela,Eso Kanchuru,Eso Kanisi,Eso Kanteipally,Eso Kasinagar,Eso Kasipur,Eso Keshpur,Eso Khajuripada,Eso Khajuripada-i,Eso Khallikote,Eso Kodala,Eso Konkarada,Eso Koraput Sec-i,Eso Koraput Sec-ii,Eso Kosagumuda,Eso Kotpad,Eso Kukudakhandi,Eso Kundra,Eso Lanjipalli,Eso Lathi,Eso Laxmipur,Eso Luchapada,Eso Malkangiri,Eso Malud,Eso Manamunda,Eso Mathili,Eso Medical,Eso Mohana,Eso Muniguda,Eso Nabarangapur,Eso Nabarangpur Rural,Eso Nandapur,Eso Nuagam-i,Eso Nuagam-ii,Eso Nuapada,Eso P S Pur,Eso Padmapur,Eso Papadahandi,Eso Parlakhemundi,Eso Parlakhemundi Rural,Eso Patrapur,Eso Pattangi,Eso Pattapur,Eso Phiringai,Eso Phulbani,Eso Pitala,Eso Polosara,Eso Pudamari,Eso Purunakatak,Eso R.Udaygiri,Eso Raigada,Eso Raighar,Eso Raikia,Eso Rambha,Eso Ramnaguda,Eso Randhapalli,Eso Rayagada Rural,Eso Rayagada-1,Eso Rayagada-2,Eso Sheragada,Eso Sikarpai,Eso Similiguda,Eso Soroda,Eso Sunabeda,Eso Surangi,Eso T Khunti,Eso Taratarini,Eso Therubali,Eso Tikabali,Eso Tilisingi,Eso Tumudibandha,Eso Umerkote,Eso University,Eso Upalada,Unknown	NA	No	10
Equipment	eo_energy_source	Energy Source	max_generation_capacity	Max Generation Capacity	dd_phys_field	No	No	No	No		float	No	10
Equipment	eo_energy_source	Energy Source	location_description_id	location_description_id	dd_phys_field	No	No	No	No		integer	Yes	10
Equipment	eo_energy_source	Energy Source	tp_insulation_class	Insulation Class	dd_phys_field	No	No	No	Yes	,,G,H,Unknown	NA	No	10
Equipment	eo_energy_source	Energy Source	tp_sap_functional_location	SAP Functional Location	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_energy_source	Energy Source	bay	Bay	dd_join_field	No	Bay	0:N	No		NA	No	20
Equipment	eo_energy_source	Energy Source	tp_date_of_creation_in_gis	Date of Creation in GIS	dd_phys_field	No	No	No	No		ds_date	No	10
Equipment	eo_energy_source	Energy Source	tp_previous_installed_location	Prev. Installed Location	dd_phys_field	No	No	No	No		ds_char16_vector	Yes	12
Equipment	eo_energy_source	Energy Source	tp_distribution_box?	Distribution Box?	dd_phys_field	No	No	No	Yes	,,NA,No,Unknown,Yes	NA	No	10
Equipment	eo_energy_source	Energy Source	phase_context	Phase Context	dd_phys_field	No	No	No	Yes	,,Unknown	NA	Yes	10
Equipment	eo_energy_source	Energy Source	number	Number	dd_phys_field	No	No	No	No		ds_char16_vector	No	40
Equipment	eo_energy_source	Energy Source	date_installed	Date Installed	dd_phys_field	No	No	No	No		ds_date	No	19
Equipment	eo_energy_source	Energy Source	remarks_annotation	Remarks Annotation	dd_geom_field	text	No	No	No		NA	No	10
Equipment	eo_energy_source	Energy Source	annotation_hv	HV Annotation	dd_geom_field	text	No	No	No		NA	No	10
Equipment	eo_energy_source	Energy Source	circuit_id	Circuit ID	dd_derived_field	No	No	No	No		ds_char16_vector	No	12
Equipment	eo_energy_source	Energy Source	circuit_and_section_boundary	Circuit/Section Boundary	dd_join_field	No	Circuit	M:N	No		NA	No	20
Equipment	eo_energy_source	Energy Source	location_lv	LV Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_energy_source	Energy Source	tp_sub_division_name	Sub Division Name	dd_phys_field	No	No	No	Yes	,,Aska,Balimela,Balliguda,Belaguntha,Bhanjanagar-i,Bhanjanagar-ii,Bijipur,Bijipur-Industrial,Bissam Cuttack,Boriguma,Boudh,Buguda,Chatrapur,Chikiti,Digapahandi,G UDAYAGIRI,Gopalpur,Gumuda,Gunupur,Hinjilicut,Jeypore Sdo-i,Jeypore Sdo-ii,K S Nagar,Kanisi,Kasinagar,Khallikote,Kodala,Koraput,Laxmipur,Malkangiri,Manamunda,Mohana,Nawarangpur,Nuagaon,P S Pur,Papadahandi,Parlakhemundi,Phulbani,Polasara,R.udayagiri,Rambha,Rayagada,Sheragada,Soroda,Sub.div.no-2,Sub.division No-1,Sub.division No-2,Sub.division No-3,Sunabeda,Theruballi,Umarkot,Unknown,Uppalada	NA	No	10
Equipment	eo_energy_source	Energy Source	source_id	Source ID	dd_phys_field	No	No	No	No		integer	No	10
Equipment	eo_energy_source	Energy Source	location_sub	Sub Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_energy_source	Energy Source	installation_group	Installation Group	dd_join_field	No	Installation Group	0:N	No		NA	No	20
Equipment	eo_energy_source	Energy Source	tp_work_order_id	Work Order ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	64
Equipment	eo_energy_source	Energy Source	tp_migration_unique_id	Migration Unique Id	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_energy_source	Energy Source	tp_manufacturer	Manufacturer	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_energy_source	Energy Source	tp_sub_locality	Sub Locality	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_energy_source	Energy Source	dac	Distribution Automation Controller	dd_join_field	No	Distribution Automation Controller	0:N	No		NA	No	20
Equipment	eo_energy_source	Energy Source	style_subcode	Style Subcode	dd_phys_field	No	No	No	Yes	,,Biogas, Abandoned,Biogas, Existing,Biogas, Inactive,Biogas, Proposed Abandon,Biogas, Proposed Install,Biogas, Proposed Relocate,Biogas, Proposed Remove,Biogas, Proposed Replace,Biogas, Removed,Biogas, Temporary,CHP, Abandoned,CHP, Existing,CHP, Inactive,CHP, Proposed Abandon,CHP, Proposed Install,CHP, Proposed Relocate,CHP, Proposed Remove,CHP, Proposed Replace,CHP, Removed,CHP, Temporary,Coal, Abandoned,Coal, Existing,Coal, Inactive,Coal, Proposed Abandon,Coal, Proposed Install,Coal, Proposed Relocate,Coal, Proposed Remove,Coal, Proposed Replace,Coal, Removed,Coal, Temporary,Cogen, Abandoned,Cogen, Existing,Cogen, Inactive,Cogen, Proposed Abandon,Cogen, Proposed Install,Cogen, Proposed Relocate,Cogen, Proposed Remove,Cogen, Proposed Replace,Cogen, Removed,Cogen, Temporary,Gas, Abandoned,Gas, Existing,Gas, Inactive,Gas, Proposed Abandon,Gas, Proposed Install,Gas, Proposed Relocate,Gas, Proposed Remove,Gas, Proposed Replace,Gas, Removed,Gas, Temporary,Generator, Abandoned,Generator, Existing,Generator, Inactive,Generator, Proposed Abandon,Generator, Proposed Install,Generator, Proposed Relocate,Generator, Proposed Remove,Generator, Proposed Replace,Generator, Removed,Generator, Temporary,Nuclear, Abandoned,Nuclear, Existing,Nuclear, Inactive,Nuclear, Proposed Abandon,Nuclear, Proposed Install,Nuclear, Proposed Relocate,Nuclear, Proposed Remove,Nuclear, Proposed Replace,Nuclear, Removed,Nuclear, Temporary,Solar, Abandoned,Solar, Existing,Solar, Inactive,Solar, Proposed Abandon,Solar, Proposed Install,Solar, Proposed Relocate,Solar, Proposed Remove,Solar, Proposed Replace,Solar, Removed,Solar, Temporary,Unknown, Abandoned,Unknown, Existing,Unknown, Inactive,Unknown, Proposed Abandon,Unknown, Proposed Install,Unknown, Proposed Relocate,Unknown, Proposed Remove,Unknown, Proposed Replace,Unknown, Removed,Unknown, Temporary,Wind, Abandoned,Wind, Existing,Wind, Inactive,Wind, Proposed Abandon,Wind, Proposed Install,Wind, Proposed Relocate,Wind, Proposed Remove,Wind, Proposed Replace,Wind, Removed,Wind, Temporary	NA	No	6
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	future_phases	Future Phases	dd_join_field	No	Measuring Equipment Future Phase	1:n	No		NA	No	20
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	tp_road_name	Road Name	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	annotation_lv	LV Annotation	dd_geom_field	text	No	No	No		NA	No	10
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	tp_data_updated_by_in_gis	Data Updated By in GIS	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	past_phases	Past Phases	dd_join_field	No	Measuring Equipment Past Phase	1:n	No		NA	No	20
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	load_nominal_voltage_pp	Secondary Nominal Voltage	dd_phys_field	No	No	No	Yes	,0.000 V,110.000 V,120.000 V,208.000 V,220.000 V,230.000 V,240.000 V,415.000 V,2.400 kV,4.160 kV,6.600 kV,8.000 kV,11.000 kV,12.470 kV,23.900 kV,33.000 kV,66.000 kV,115.000 kV,132.000 kV,220.000 kV,433.000 kV	NA	No	10
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	tp_meter_number	Meter Number	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	tp_circle_name	Circle Name	dd_phys_field	No	No	No	Yes	,,Aska,Berhampur,Bhanjanagar,City,City Circle,Jeypore,Rayagada,Raygada,Unknown	NA	No	10
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	source_id	Source ID	dd_phys_field	No	No	No	No		integer	No	10
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	id	Id	dd_phys_field	No	No	No	No		integer	Yes	10
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	tp_sap_id	SAP ID	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	tp_ct_primary	CT Primary	dd_phys_field	No	No	No	No		float	No	10
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	source_location_sub	Sub Primary Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	owner_name	Owner Name	dd_phys_field	No	No	No	Yes	,,Cable Company,Customer,Electric Utility,Telephone Company,Unknown	NA	No	10
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	circuit_id	Circuit ID	dd_derived_field	No	No	No	No		ds_char16_vector	No	12
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	annotation_sub	Sub Annotation	dd_geom_field	text	No	No	No		NA	No	10
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	source_network_type	Primary Network Type	dd_phys_field	No	No	No	Yes	,,EHV,HV,LV,MV,Substation	NA	Yes	10
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	schematic_nodes	Schematic Nodes	dd_join_field	No	Schematic Node	M:N	No		NA	No	20
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	tp_migration_unique_id	Migration Unique Id	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	owner_type	Owner Type	dd_phys_field	No	No	No	Yes	,,Company Owned,Customer,Customer Owned,Electric Utility-TPSODL,Foreign Owned,Other Utility Owned,Unknown	NA	Yes	16
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	tertiary_location_mv	MV Tertiary Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	tp_date_of_last_updation_in_gis	Date Last Updated in GIS	dd_phys_field	No	No	No	No		ds_date	No	10
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	tp_sub_division_code	Sub Division Code	dd_phys_field	No	No	No	Yes	,,0,1,2,3,4,5,6,Unknown	NA	No	10
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	tp_cyme_id	CYME Id	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	status	Lifecycle Status	dd_phys_field	No	No	No	Yes	,Abandoned,Existing,Inactive,Proposed Abandon,Proposed Install,Proposed Relocate,Proposed Remove,Proposed Replace,Removed,Temporary	NA	Yes	10
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	circuit_and_section	Circuit/Section	dd_join_field	No	Circuit	M:N	No		NA	No	20
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	tertiary_nominal_voltage_pp	Tertiary Nominal Voltage	dd_phys_field	No	No	No	Yes	,0.000 V,110.000 V,120.000 V,208.000 V,220.000 V,230.000 V,240.000 V,415.000 V,2.400 kV,4.160 kV,6.600 kV,8.000 kV,11.000 kV,12.470 kV,23.900 kV,33.000 kV,66.000 kV,115.000 kV,132.000 kV,220.000 kV,433.000 kV	NA	No	10
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	tp_date_of_data_collection	Date of Data collection	dd_phys_field	No	No	No	No		ds_char16_vector	No	32
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	location_description_id	Location Description Id	dd_phys_field	No	No	No	No		integer	Yes	10
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	load_location_mv	MV Secondary Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	annotation_hv	HV Annotation	dd_geom_field	text	No	No	No		NA	No	10
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	markers	Markers	dd_join_field	No	Marker	M:N	No		NA	No	20
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	load_location_lv	LV Secondary Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	source_location_hv	HV Primary Location	dd_geom_field	point	No	No	No		NA	No	10
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	existing_phases	Existing Phases	dd_join_field	No	Measuring Equipment Existing Phase	1:n	No		NA	No	20
Equipment	eo_measuring_eqpt_inst	Measuring Equipment Installation	tertiary_location_hv	HV Tertiary Location	dd_geom_field	point	No	No	No		NA	No	10
